,Name,Global_Sales,NA_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,index,Year_of_Release,Genre,Publisher,Developer,Rating
2122,Marvel: Ultimate Alliance 2,2.15,1.5799999999999998,0.0,0.21999999999999997,65.5,138.0,6.625,158.0,2294,2009.0,Role-Playing,Activision,Vicarious Visions,T
1587,Harry Potter and the Prisoner of Azkaban,2.15,1.2999999999999998,0.0,0.16000000000000003,68.0,104.0,8.02,109.0,2038,2004.0,Action,Electronic Arts,EA Games,E
293,Bayonetta,2.14,0.95,0.3,0.24,88.5,140.0,7.85,952.0,1668,2009.0,Action,Sega,Nex Entertainment,M
3961,Tony Hawk's Proving Ground,2.14,1.8199999999999998,0.0,0.21,69.2,130.0,6.3,103.0,3036,2007.0,Sports,Activision,Page 44 Studios,T
3965,Tony Hawk: RIDE,2.1399999999999997,1.5299999999999998,0.0,0.2,45.666666666666664,87.0,3.1999999999999997,119.0,2201,2009.0,Sports,Activision,Buzz Monkey,E10+
485,Call of Duty: Roads to Victory,2.13,0.52,0.0,0.59,64.0,45.0,7.5,30.0,774,2007.0,Shooter,Activision,Amaze Entertainment,T
1272,Final Fantasy Tactics Advance,2.13,0.82,0.89,0.05,87.0,44.0,7.8,212.0,776,2003.0,Role-Playing,SquareSoft,Square Enix,E
701,Dance Dance Revolution Extreme,2.13,1.04,0.0,0.27,77.0,26.0,9.0,20.0,775,2004.0,Simulation,Konami Digital Entertainment,KCET,E
1888,LEGO Rock Band,2.12,1.37,0.0,0.21,74.0,109.0,7.275,61.0,2939,2009.0,Misc,Warner Bros. Interactive Entertainment,TT Fusion,E10+
2828,Project Gotham Racing,2.12,1.37,0.05,0.09,85.0,35.0,8.2,28.0,778,2001.0,Racing,Microsoft Game Studios,Bizarre Creations,E
4337,Your Shape featuring Jenny McCarthy,2.12,1.49,0.0,0.18,62.0,5.0,5.2,54.0,777,2009.0,Sports,Ubisoft,Ubisoft,E
758,Dead Rising,2.12,1.18,0.09,0.21000000000000002,81.5,88.0,7.1,550.0,799,2006.0,Action,Capcom,Capcom,M
177,Army of Two: The 40th Day,2.1199999999999997,1.1800000000000002,0.01,0.29,65.33333333333333,146.0,6.766666666666667,246.0,2177,2010.0,Shooter,Electronic Arts,EA Montreal,M
2955,Resident Evil: Revelations,2.1100000000000003,0.6300000000000001,0.5700000000000001,0.17,77.6,169.0,7.5200000000000005,1259.0,2368,2012.0,Action,Capcom,Capcom,M
1883,LEGO Jurassic World,2.1100000000000003,0.97,0.04,0.24000000000000002,70.75,76.0,7.225,169.0,2301,2015.0,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
3307,Sniper: Ghost Warrior,2.11,0.81,0.04,0.28,51.0,79.0,5.766666666666667,390.0,1756,2010.0,Shooter,City Interactive,City Interactive,M
2684,Parasite Eve,2.1,0.94,1.05,0.04,81.0,17.0,8.9,89.0,786,1998.0,Role-Playing,SquareSoft,SquareSoft,M
3603,Tak and the Power of Juju,2.1,1.26,0.0,0.17,72.66666666666667,72.0,8.799999999999999,56.0,1774,2003.0,Platform,THQ,Avalanche Software,E
3663,Tetris DS,2.1,0.63,1.35,0.08,84.0,56.0,8.7,44.0,787,2006.0,Puzzle,Nintendo,Nintendo,E
473,Call of Duty 2,2.09,1.82,0.01,0.17,87.5,129.0,8.25,933.0,842,2005.0,Shooter,Activision,Infinity Ward,T
822,Devil May Cry 3: Dante's Awakening,2.09,0.99,0.29,0.19,84.0,60.0,9.0,212.0,793,2005.0,Action,Capcom,Capcom,M
2459,NFL Street 2,2.09,1.15,0.0,0.22999999999999998,77.5,77.0,7.6,31.0,1144,2004.0,Sports,Electronic Arts,EA Tiburon,E
2800,Prince of Persia: The Forgotten Sands,2.09,0.82,0.02,0.31000000000000005,70.5,175.0,7.3,501.0,2959,2010.0,Action,Ubisoft,Ubisoft Montreal,T
4274,World of Warcraft: Cataclysm,2.08,1.77,0.0,0.0,90.0,53.0,5.6,953.0,800,2010.0,Role-Playing,Activision,Blizzard Entertainment,T
2102,Mario Sports Mix,2.08,0.88,0.63,0.12,64.0,54.0,7.1,34.0,809,2010.0,Sports,Nintendo,Square Enix,E
2091,Mario Party 5,2.08,0.97,0.73,0.06,69.0,33.0,8.2,57.0,804,2003.0,Misc,Nintendo,Hudson,E
2797,Prince of Persia,2.08,1.01,0.05,0.27,83.0,132.0,7.15,434.0,1918,2008.0,Action,Ubisoft,Ubisoft Montreal,T
1265,Final Fantasy III,2.08,0.89,1.07,0.09,77.0,45.0,7.1,136.0,802,2006.0,Role-Playing,Square Enix,Matrix Software,E10+
1279,Final Fantasy X / X-2 HD Remaster,2.0700000000000003,0.59,0.6000000000000001,0.28,85.5,64.0,8.5,555.0,1569,2013.0,Role-Playing,Square Enix,Virtuos,T
2550,Need for Speed: Most Wanted 5-1-0,2.07,1.77,0.02,0.17,72.0,21.0,7.8,54.0,810,2005.0,Racing,Electronic Arts,EA Canada,E10+
711,Dance Dance Revolution: Hottest Party,2.07,1.35,0.0,0.19,73.0,16.0,7.1,27.0,813,2007.0,Simulation,Konami Digital Entertainment,Konami,E10+
991,DriveClub,2.07,0.36,0.02,0.31,71.0,85.0,6.1,1571.0,814,2014.0,Racing,Sony Computer Entertainment,Evolution Studios,E
1832,Kingdom Hearts: Birth by Sleep,2.06,0.63,0.75,0.26,82.0,62.0,8.6,208.0,823,2010.0,Role-Playing,Square Enix,Square Enix,E10+
2665,PaRappa The Rapper,2.06,0.37,1.48,0.05,79.5,58.0,6.300000000000001,64.0,903,1996.0,Misc,Sony Computer Entertainment,NanaOn-Sha,K-A
2197,Metal Gear Solid: Peace Walker,2.06,0.46,0.96,0.24,89.0,66.0,8.9,443.0,817,2010.0,Action,Konami Digital Entertainment,Kojima Productions,T
3234,Sid Meier's Civilization Revolution,2.05,1.44,0.03,0.19,83.0,120.0,7.733333333333333,279.0,2497,2008.0,Strategy,Take-Two Interactive,Firaxis Games,E10+
3330,Sonic Mega Collection,2.05,1.47,0.05,0.06,75.0,26.0,8.8,41.0,827,2002.0,Misc,Infogrames,Sonic Team,E
3087,SOCOM: U.S. Navy SEALs: Combined Assault,2.04,1.74,0.0,0.28,72.0,38.0,9.0,34.0,833,2006.0,Shooter,Sony Computer Entertainment,Zipper Interactive,T
2065,Major League Baseball 2K5,2.04,1.24,0.0,0.21,81.5,44.0,7.8,37.0,1286,2005.0,Sports,Take-Two Interactive,Kush Games,E
697,Dance Central 2,2.04,1.45,0.01,0.16,86.0,56.0,8.2,63.0,837,2011.0,Misc,Microsoft Game Studios,Harmonix Music Systems,T
910,Donkey Kong Country,2.04,1.2,0.29,0.07,78.0,26.0,8.9,53.0,836,2003.0,Platform,Nintendo,Rare Ltd.,E
3289,Sleeping Dogs,2.0300000000000002,0.75,0.060000000000000005,0.28,81.33333333333333,110.0,7.933333333333334,2322.0,1987,2012.0,Action,Square Enix,United Front Games,M
3356,South Park: The Stick of Truth,2.0300000000000002,1.08,0.0,0.26,84.0,112.0,8.5,2677.0,2248,2014.0,Role-Playing,Ubisoft,Obsidian Entertainment,M
1585,Harry Potter and the Half-Blood Prince,2.03,0.8,0.0,0.23,60.4,131.0,6.06,78.0,2712,2009.0,Action,Electronic Arts,EA Bright Light,E10+
2914,Rayman Raving Rabbids: TV Party,2.03,0.72,0.0,0.23,73.0,24.0,7.7,29.0,843,2008.0,Misc,Ubisoft,"Ubisoft Paris, Ubisoft Montpellier",E10+
2774,Pokémon Mystery Dungeon: Blue Rescue Team,2.02,1.15,0.83,0.0,62.0,34.0,8.1,97.0,844,2005.0,Role-Playing,Nintendo,ChunSoft,E
4048,UFC Undisputed 3,2.02,1.27,0.03,0.21000000000000002,85.5,90.0,7.5,180.0,2004,2012.0,Action,THQ,Yuke's,T
1838,Kingdoms of Amalur: Reckoning,2.02,1.06,0.09999999999999999,0.21,80.66666666666667,130.0,7.3,1919.0,2384,2012.0,Role-Playing,Electronic Arts,Big Huge Games,M
1296,Fire Emblem: Awakening,2.01,0.9,0.54,0.13,92.0,72.0,9.1,1130.0,848,2012.0,Role-Playing,Nintendo,Intelligent Systems,T
349,Blazing Angels: Squadrons of WWII,2.01,1.5299999999999998,0.0,0.19,64.8,130.0,6.58,111.0,2475,2007.0,Simulation,Ubisoft,Ubisoft,T
2129,Max Payne 2: The Fall of Max Payne,2.01,1.12,0.0,0.19,81.0,107.0,8.533333333333333,914.0,1463,2003.0,Shooter,Take-Two Interactive,Rockstar Vienna,M
3019,Rockstar Games presents Table Tennis,2.01,0.67,0.0,0.22999999999999998,74.5,111.0,6.8,90.0,1572,2007.0,Sports,Take-Two Interactive,Rockstar San Diego,E
2926,Red Dead Revolver,2.0,1.1099999999999999,0.0,0.21,73.5,103.0,8.15,96.0,1315,2004.0,Shooter,Take-Two Interactive,Rockstar San Diego,M
2383,NBA 2K8,2.0,1.79,0.0,0.2,78.0,58.0,6.6000000000000005,56.0,2431,2007.0,Sports,Take-Two Interactive,Visual Concepts,E
3988,TouchMaster,2.0,0.48,0.0,0.24,71.0,19.0,5.7,9.0,855,2007.0,Puzzle,Midway Games,Midway Studios - San Diego,E10+
1008,Duke Nukem Forever,1.9999999999999998,1.03,0.0,0.25,51.333333333333336,172.0,5.0,1917.0,2481,2011.0,Shooter,Take-Two Interactive,"Gearbox Software, 3D Realms",M
3881,Tiger Woods PGA Tour 06,1.9900000000000002,1.63,0.0,0.16999999999999998,79.4,129.0,6.28,47.0,2325,2005.0,Sports,Electronic Arts,EA Sports,E
2511,Naruto Shippuden: Ultimate Ninja Storm 2,1.99,0.85,0.16,0.25,75.0,65.0,8.4,169.0,1664,2010.0,Fighting,Namco Bandai Games,CyberConnect2,T
990,Driv3r,1.99,0.96,0.0,0.19,56.5,108.0,5.1,171.0,1619,2004.0,Racing,Atari,Reflections Interactive,M
3650,Tenchu: Stealth Assassins,1.99,0.95,0.27,0.13,87.0,14.0,8.8,45.0,856,1997.0,Action,Activision,Acquire,M
1000,Driver: San Francisco,1.9899999999999998,0.6000000000000001,0.01,0.30000000000000004,75.75,134.0,7.125,586.0,2173,2011.0,Racing,Ubisoft,Ubisoft Reflections,T
2428,NCAA Football 13,1.98,1.8399999999999999,0.0,0.14,77.5,29.0,4.8,99.0,1889,2012.0,Action,Electronic Arts,EA Tiburon,E
1827,Kingdom Hearts 358/2 Days,1.98,1.06,0.53,0.13,75.0,53.0,7.8,162.0,859,2009.0,Role-Playing,Square Enix,h.a.n.d. Inc.,E10+
1961,Lost Planet: Extreme Condition,1.98,1.4000000000000001,0.17,0.18,73.0,110.0,7.05,223.0,1460,2006.0,Shooter,Capcom,Capcom,T
2953,Resident Evil: Operation Raccoon City,1.98,1.03,0.39,0.17,50.666666666666664,100.0,4.533333333333334,740.0,1721,2012.0,Action,Capcom,Slant Six,M
4149,WWE SmackDown vs. Raw 2011,1.9700000000000002,0.88,0.01,0.26,74.5,91.0,7.25,86.0,1887,2010.0,Fighting,THQ,Yuke's,T
1389,GRID,1.9700000000000002,0.64,0.04,0.29000000000000004,87.0,101.0,8.0,240.0,1868,2008.0,Racing,Codemasters,Codemasters,E
821,Devil May Cry 2,1.97,0.71,0.51,0.17,68.0,40.0,6.6,167.0,865,2003.0,Action,Capcom,Capcom,M
1335,Forza Horizon,1.96,0.82,0.04,0.18,85.0,83.0,8.4,431.0,871,2012.0,Racing,Microsoft Game Studios,"PLAYGROUND, Playground Games",T
1653,Hot Shots Golf: Open Tee,1.96,0.5,0.63,0.33,81.0,57.0,8.7,34.0,867,2004.0,Sports,Sony Computer Entertainment,Clap Hanz,E10+
2422,NCAA Football 08,1.9500000000000002,1.71,0.0,0.19,80.75,53.0,8.025,103.0,2605,2007.0,Sports,Electronic Arts,EA Tiburon,E
1025,Dynasty Warriors 3,1.9500000000000002,0.5900000000000001,1.07,0.1,74.0,28.0,9.0,110.0,928,2001.0,Action,THQ,Omega Force,T
1840,Kirby Squeak Squad,1.94,0.78,1.05,0.08,71.0,29.0,8.1,41.0,879,2006.0,Platform,Nintendo,"Flagship, HAL Labs",E
306,Ben 10: Protector of Earth,1.94,0.77,0.0,0.31,61.5,10.0,7.45,32.0,1633,2007.0,Action,D3Publisher,High Voltage Software,E10+
936,Dragon Ball Z: Budokai 3,1.94,1.09,0.65,0.04,77.0,32.0,8.9,137.0,886,2004.0,Fighting,Atari,Dimps Corporation,T
827,DiRT,1.94,0.54,0.0,0.32,83.33333333333333,111.0,7.566666666666666,217.0,1963,2007.0,Racing,Codemasters,Codemasters,E
765,Dead Space 3,1.94,1.08,0.0,0.24,77.0,105.0,6.4,1216.0,2107,2013.0,Action,Electronic Arts,Visceral Games,M
413,Brink,1.94,0.94,0.02,0.24,70.0,162.0,5.866666666666667,1119.0,2001,2011.0,Shooter,Bethesda Softworks,Splash Damage,T
2429,NCAA Football 14,1.9300000000000002,1.76,0.0,0.16999999999999998,77.0,27.0,6.0,114.0,1872,2013.0,Sports,Electronic Arts,EA Tiburon,E
448,Burnout Revenge,1.9300000000000002,1.49,0.0,0.17,89.33333333333333,178.0,8.433333333333335,320.0,2295,2005.0,Racing,Electronic Arts,Criterion Games,E10+
3276,Skate 2,1.9300000000000002,1.28,0.02,0.21,84.0,120.0,7.9,125.0,1890,2009.0,Sports,Electronic Arts,EA Black Box,T
829,DiRT 3,1.93,0.5,0.02,0.31000000000000005,86.66666666666667,156.0,7.033333333333334,721.0,1961,2011.0,Racing,Codemasters,Codemasters,T
3474,State of Emergency,1.93,0.99,0.0,0.23,69.0,55.0,6.0,44.0,1000,2002.0,Action,Take-Two Interactive,VIS Entertainment,M
4059,Ultimate Spider-Man,1.93,1.5099999999999998,0.0,0.15000000000000002,73.4,162.0,7.5,117.0,2821,2005.0,Action,Activision,Treyarch,T
738,Darksiders II,1.9299999999999997,0.9000000000000001,0.01,0.24000000000000002,83.25,161.0,7.7749999999999995,1684.0,2451,2012.0,Action,THQ,Vigil Games,M
2812,Pro Evolution Soccer 2013,1.9200000000000002,0.26,0.49,0.28,81.33333333333333,78.0,6.833333333333333,405.0,1221,2012.0,Sports,Konami Digital Entertainment,Konami,E
2098,Mario Party: Island Tour,1.92,0.62,0.55,0.11,57.0,47.0,6.3,117.0,901,2013.0,Misc,Nintendo,"Nintendo, Nd Cube",E
2927,Red Faction,1.92,0.76,0.0,0.2,88.0,25.0,8.0,69.0,899,2001.0,Shooter,THQ,Volition Inc.,M
3835,The Sims: Makin' Magic,1.92,1.03,0.0,0.09,80.0,22.0,8.6,31.0,900,2003.0,Simulation,Electronic Arts,Maxis,T
2045,Madden NFL 2004,1.9100000000000001,1.64,0.0,0.07,85.33333333333333,55.0,7.533333333333334,70.0,1881,2003.0,Sports,Electronic Arts,EA Tiburon,E
428,Brutal Legend,1.91,1.1600000000000001,0.0,0.22,82.5,149.0,7.8,430.0,2118,2009.0,Action,Electronic Arts,Double Fine Productions,M
1938,LittleBigPlanet 3,1.91,0.66,0.01,0.31,79.0,78.0,7.1,506.0,908,2014.0,Platform,Sony Computer Entertainment,Sumo Digital,E
4310,XCOM: Enemy Unknown,1.9,0.87,0.0,0.23,89.33333333333333,112.0,8.233333333333333,2897.0,2865,2012.0,Strategy,Take-Two Interactive,Firaxis Games,M
2187,Metal Gear Rising: Revengeance,1.9,0.75,0.44,0.2,81.0,107.0,7.85,1104.0,1358,2013.0,Action,Konami Digital Entertainment,PlatinumGames,M
3446,Star Wars Rogue Leader: Rogue Squadron II,1.9,1.03,0.03,0.09,90.0,45.0,8.6,80.0,909,2001.0,Simulation,LucasArts,Factor 5,T
1247,Fight Night Champion,1.8900000000000001,0.8500000000000001,0.0,0.25,85.0,111.0,7.35,200.0,1839,2011.0,Fighting,Electronic Arts,EA Canada,M
1582,Harry Potter and the Deathly Hallows - Part 1,1.8900000000000001,0.83,0.0,0.21000000000000002,42.0,88.0,4.58,117.0,3738,2010.0,Action,Electronic Arts,Electronic Arts,T
3887,Tiger Woods PGA Tour 11,1.8900000000000001,0.88,0.0,0.24,80.33333333333333,120.0,7.6000000000000005,59.0,2486,2010.0,Sports,Electronic Arts,EA Sports,E
2638,Operation Flashpoint: Dragon Rising,1.8900000000000001,0.61,0.07,0.28,76.33333333333333,118.0,6.400000000000001,704.0,2230,2009.0,Shooter,Codemasters,Codemasters,M
2104,Mario Super Sluggers,1.89,1.48,0.29,0.12,69.0,31.0,7.8,58.0,911,2008.0,Sports,Nintendo,Namco Bandai Games,E
2384,NBA 2K9,1.88,1.56,0.0,0.16,83.0,62.0,7.1,81.0,1556,2008.0,Sports,Take-Two Interactive,Visual Concepts,E
3995,Toy Story Mania!,1.88,1.04,0.0,0.18,49.0,15.0,6.6,13.0,922,2009.0,Misc,Disney Interactive Studios,Papaya Studios,E
1589,Harry Potter: Quidditch World Cup,1.88,1.17,0.0,0.14,64.5,57.0,7.725,50.0,2318,2003.0,Sports,Electronic Arts,Magic Pockets,E
2671,Pac-Man World 2,1.88,1.54,0.0,0.22,73.5,37.0,8.05,45.0,1240,2002.0,Action,Namco Bandai Games,Namco,E
1406,Game Party 2,1.88,1.28,0.0,0.17,29.0,7.0,4.6,7.0,916,2008.0,Misc,Midway Games,Midway,E
3921,Tom Clancy's Ghost Recon Advanced Warfighter,1.87,1.6099999999999999,0.02,0.11,78.0,92.0,7.0,242.0,1215,2006.0,Shooter,Ubisoft,Ubisoft Paris,T
2013,MVP Baseball 2005,1.87,1.51,0.0,0.22,87.5,45.0,8.649999999999999,63.0,1217,2005.0,Sports,Electronic Arts,EA Sports,E
3422,Star Fox Adventures,1.87,0.96,0.3,0.09,82.0,39.0,7.7,145.0,925,2002.0,Adventure,Nintendo,Rare Ltd.,T
1550,Gun,1.8699999999999999,1.5,0.0,0.18,77.66666666666667,125.0,8.366666666666667,107.0,1719,2005.0,Shooter,Activision,Neversoft Entertainment,M
3713,The Golden Compass,1.86,0.85,0.0,0.54,42.5,59.0,4.75,44.0,3351,2007.0,Action,Sega,Artificial Mind and Movement,E10+
3747,The Legend of Dragoon,1.86,0.94,0.39,0.1,74.0,12.0,8.4,248.0,934,1999.0,Role-Playing,Sony Computer Entertainment,SCEI,T
551,Chrono Cross,1.86,0.62,0.69,0.12,94.0,16.0,8.1,297.0,939,1999.0,Role-Playing,SquareSoft,SquareSoft,T
3133,Scarface: The World is Yours,1.8599999999999999,1.49,0.0,0.19,73.75,128.0,8.225,245.0,1695,2006.0,Action,Vivendi Games,Radical Entertainment,M
748,Dave Mirra Freestyle BMX 2,1.8599999999999999,1.03,0.0,0.2,78.33333333333333,54.0,8.0,34.0,1406,2001.0,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",T
3861,The Witcher 2: Assassins of Kings,1.8599999999999999,0.73,0.02,0.22000000000000003,88.0,158.0,8.4,5196.0,2151,2011.0,Action,Namco Bandai Games,CD Projekt Red Studio,M
2021,MX vs. ATV Untamed,1.85,1.5,0.0,0.18,65.0,96.0,7.425,39.0,2974,2007.0,Racing,THQ,Rainbow Studios,E
3888,Tiger Woods PGA Tour 12: The Masters,1.85,1.12,0.0,0.19,81.66666666666667,105.0,6.699999999999999,49.0,2342,2011.0,Sports,Electronic Arts,Electronic Arts,E
1833,Kingdom Hearts: Chain of Memories,1.85,1.26,0.35,0.06,76.0,37.0,7.9,84.0,941,2004.0,Role-Playing,Square Enix,Jupiter Corporation,E
1733,Jak 3,1.85,1.33,0.0,0.03,84.0,55.0,8.6,246.0,940,2004.0,Platform,Sony Computer Entertainment,Naughty Dog,T
2717,Phineas and Ferb,1.84,1.32,0.0,0.15,80.0,4.0,4.5,8.0,946,2009.0,Action,Disney Interactive Studios,Altron,E
3947,Tomb Raider: Anniversary,1.84,0.44999999999999996,0.0,0.3,77.75,113.0,7.975,334.0,2430,2007.0,Action,Eidos Interactive,Crystal Dynamics,T
2116,Marvel Nemesis: Rise of the Imperfects,1.83,1.52,0.0,0.15000000000000002,51.4,104.0,6.94,136.0,2649,2005.0,Fighting,Electronic Arts,"EA Canada, Nihilistic",T
1849,Kirby: Triple Deluxe,1.83,0.61,0.79,0.09,80.0,68.0,8.8,206.0,952,2014.0,Platform,Nintendo,HAL Labs,E
3324,Sonic Classic Collection,1.83,0.92,0.0,0.17,70.0,24.0,7.5,28.0,955,2010.0,Platform,Sega,Creative Assembly,E
808,Demon's Souls,1.82,0.97,0.35,0.17,89.0,81.0,8.9,1441.0,963,2009.0,Role-Playing,Namco Bandai Games,From Software,M
4276,World of Warcraft: Mists of Pandaria,1.82,0.84,0.0,0.22,82.0,42.0,4.8,1265.0,959,2012.0,Role-Playing,Activision,Blizzard Entertainment,T
3832,The Sims: Hot Date,1.82,1.81,0.0,0.0,85.0,17.0,7.9,70.0,962,2001.0,Simulation,Electronic Arts,Maxis,T
4372,inFAMOUS 2,1.82,1.05,0.08,0.22,83.0,90.0,8.4,932.0,958,2011.0,Action,Sony Computer Entertainment,Sucker Punch,T
424,Brothers in Arms: Hell's Highway,1.82,0.9099999999999999,0.0,0.24,77.0,135.0,8.066666666666668,349.0,2235,2008.0,Shooter,Ubisoft,Gearbox Software,M
3305,Sniper Elite V2,1.8199999999999998,0.8400000000000001,0.08,0.21000000000000002,65.0,63.0,6.5,253.0,2152,2012.0,Shooter,505 Games,Rebellion,M
2427,NCAA Football 12,1.8199999999999998,1.72,0.0,0.11,82.0,42.0,6.199999999999999,90.0,2078,2011.0,Sports,Electronic Arts,EA Sports,E
651,Crash: Mind Over Mutant,1.8199999999999998,1.2,0.0,0.17,62.0,74.0,6.3500000000000005,83.0,3958,2008.0,Platform,Vivendi Games,Radical Entertainment,E10+
2371,NBA 2K10,1.81,1.63,0.01,0.15000000000000002,82.5,76.0,7.699999999999999,73.0,2112,2009.0,Sports,Take-Two Interactive,Visual Concepts,E
3290,Sly 2: Band of Thieves,1.81,0.88,0.0,0.23,88.0,64.0,9.0,178.0,969,2004.0,Platform,Sony Computer Entertainment,Sucker Punch,E
4119,Virtua Fighter 4,1.81,0.78,0.56,0.04,94.0,36.0,8.0,84.0,967,2002.0,Fighting,Sega,Sega AM2,T
687,DDRMAX2: Dance Dance Revolution,1.81,1.05,0.0,0.18,82.0,27.0,8.2,11.0,965,2003.0,Simulation,Konami Digital Entertainment,Konami,E
3316,Sonic Advance 2,1.8,0.93,0.21,0.07,83.0,23.0,8.3,46.0,971,2002.0,Platform,Sega,Dimps Corporation,E
1343,Forza Motorsport 6,1.8,0.73,0.03,0.14,87.0,85.0,7.9,863.0,975,2015.0,Racing,Microsoft Game Studios,Turn 10,E
4137,WWE 2K16,1.7999999999999998,0.73,0.0,0.25,72.5,65.0,6.550000000000001,312.0,1658,2015.0,Sports,Take-Two Interactive,Yuke's,T
3917,Tom Clancy's EndWar,1.7900000000000003,1.09,0.02,0.21000000000000002,71.6,138.0,6.44,149.0,2272,2008.0,Strategy,Ubisoft,Ubisoft Shanghai,T
1135,Evolve,1.79,0.8099999999999999,0.05,0.22999999999999998,75.66666666666667,116.0,4.566666666666666,2199.0,2137,2015.0,Shooter,Take-Two Interactive,Turtle Rock Studios,M
2217,Metroid Prime 3: Corruption,1.79,0.89,0.07,0.09,90.0,62.0,8.9,491.0,977,2007.0,Shooter,Nintendo,Retro Studios,T
3708,The Getaway: Black Monday,1.78,0.39,0.02,0.36,57.0,53.0,7.6,47.0,983,2004.0,Action,Sony Computer Entertainment,SCEE London Studio,M
2912,Rayman Raving Rabbids,1.78,1.5299999999999998,0.02,0.14,64.25,89.0,7.225,174.0,1360,2006.0,Misc,Ubisoft,Ubisoft Montpellier,E
86,Alien: Isolation,1.7799999999999998,0.56,0.04,0.22000000000000003,79.33333333333333,115.0,8.1,2697.0,1812,2014.0,Shooter,Sega,Creative Assembly,M
3906,TimeSplitters 2,1.7799999999999998,0.97,0.0,0.10999999999999999,88.66666666666667,71.0,8.5,226.0,2928,2002.0,Shooter,Eidos Interactive,Free Radical Design,T
768,Dead or Alive 3,1.77,1.19,0.24,0.06,87.0,35.0,8.6,44.0,987,2001.0,Fighting,Microsoft Game Studios,Team Ninja,T
3756,The Legend of Spyro: Dawn of the Dragon,1.77,0.9500000000000001,0.0,0.2,60.5,77.0,6.7749999999999995,91.0,3561,2008.0,Platform,Vivendi Games,Etranges Libellules,E10+
2426,NCAA Football 11,1.77,1.65,0.0,0.12,85.5,51.0,7.25,95.0,2242,2010.0,Sports,Electronic Arts,EA Tiburon,E
3173,Shadow The Hedgehog,1.7699999999999998,1.3900000000000001,0.0,0.12,48.333333333333336,74.0,6.033333333333334,293.0,2087,2005.0,Platform,Sega,Sonic Team,E10+
520,Castlevania: Lords of Shadow,1.7600000000000002,0.9199999999999999,0.11,0.2,84.0,132.0,7.9,705.0,1852,2010.0,Action,Konami Digital Entertainment,Mercury Steam,M
3463,Star Wars: Starfighter,1.76,0.61,0.02,0.26,84.0,25.0,8.0,21.0,1003,2001.0,Simulation,Activision,LucasArts,T
2382,NBA 2K7,1.76,1.5000000000000002,0.0,0.18,82.0,86.0,8.05,98.0,2632,2006.0,Sports,Take-Two Interactive,"Kush Games, Visual Concepts",E
969,Dragon Quest Monsters: Joker,1.76,0.23,1.49,0.02,75.0,30.0,7.4,27.0,988,2006.0,Role-Playing,Square Enix,TOSE,E10+
1464,Golden Sun,1.76,0.93,0.4,0.06,91.0,29.0,9.3,198.0,995,2001.0,Role-Playing,Nintendo,Camelot Software Planning,E
3657,Test Drive,1.76,1.2999999999999998,0.01,0.19999999999999998,72.0,35.0,8.05,33.0,1446,2002.0,Racing,Atari,Pitbull Syndicate,T
799,Def Jam: Fight for NY,1.76,0.86,0.0,0.22,83.0,46.0,8.9,73.0,998,2004.0,Fighting,Electronic Arts,Aki Corp.,M
4212,Wii Party U,1.75,0.3,0.84,0.05,65.0,38.0,6.8,135.0,1015,2013.0,Misc,Nintendo,Nd Cube,E
710,Dance Dance Revolution X,1.75,0.85,0.01,0.22,55.0,6.0,6.2,6.0,1016,2008.0,Simulation,Konami Digital Entertainment,Konami,E10+
2425,NCAA Football 10,1.75,1.62,0.0,0.13,81.5,46.0,6.800000000000001,51.0,2199,2009.0,Sports,Electronic Arts,EA Tiburon,E
637,Crackdown,1.75,1.0,0.03,0.18,83.0,75.0,8.0,340.0,1014,2007.0,Shooter,Microsoft Game Studios,Realtime Worlds,M
4320,Xenosaga Episode I: Der Wille zur Macht,1.74,0.63,0.45,0.17,83.0,35.0,8.7,99.0,1020,2002.0,Role-Playing,Namco Bandai Games,Monolith Soft,T
1818,Kinect Star Wars,1.74,1.05,0.03,0.14,55.0,61.0,3.5,145.0,1022,2012.0,Action,Microsoft Game Studios,Terminal Reality,T
3793,The Order: 1886,1.74,0.61,0.06,0.27,63.0,94.0,6.6,3172.0,1026,2015.0,Shooter,Sony Computer Entertainment,"Ready at Dawn, SCE Santa Monica",M
644,Crash Bandicoot: The Huge Adventure,1.73,0.95,0.0,0.08,78.0,18.0,7.9,27.0,1032,2002.0,Platform,Universal Interactive,Vicarious Visions,E
1853,Knack,1.73,0.43,0.42,0.2,54.0,83.0,6.5,1074.0,1028,2013.0,Platform,Sony Computer Entertainment Europe,SCE Japan Studio,E10+
973,Dragon Quest VI: Realms of Revelation,1.73,0.2,1.35,0.03,78.0,41.0,8.1,31.0,1031,2010.0,Role-Playing,Nintendo,ArtePiazza,T
3777,The Lord of the Rings: The Fellowship of the Ring,1.73,0.8999999999999999,0.0,0.18,59.0,42.0,5.85,30.0,1672,2002.0,Action,Black Label Games,Surreal Software,T
730,Dark Souls III,1.72,0.65,0.34,0.22,89.0,125.0,8.7,3788.0,1107,2016.0,Role-Playing,Namco Bandai Games,From Software,M
3431,Star Ocean: Till The End of Time,1.72,0.8,0.55,0.15,80.0,55.0,7.7,134.0,1039,2003.0,Role-Playing,Ubisoft,Tri-Ace,T
