,Name,Global_Sales,NA_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,index,Year_of_Release,Genre,Publisher,Developer,Rating
1931,Lips: Number One Hits,0.55,0.15,0.0,0.06,70.0,22.0,7.6,7.0,3664,2009.0,Misc,Microsoft Game Studios,iNiS,T
4155,WWF Raw,0.55,0.4,0.0,0.02,68.0,33.0,6.6,15.0,3627,2002.0,Fighting,THQ,Anchor,T
1456,God of War: Origins Collection,0.55,0.39,0.02,0.06,84.0,58.0,8.4,208.0,3620,2011.0,Action,Sony Computer Entertainment,Ready at Dawn,M
110,American Idol,0.55,0.27,0.0,0.07,41.0,14.0,4.8,12.0,3671,2003.0,Misc,Codemasters,Hothouse Creations,E
1656,Hot Shots Golf: World Invitational,0.55,0.15,0.25,0.05,76.0,55.0,8.1,77.0,3641,2011.0,Sports,Sony Computer Entertainment,Clap Hanz,E
1980,Lunar: Silver Star Story Complete,0.55,0.27,0.06,0.04,78.0,15.0,9.1,35.0,3616,1998.0,Role-Playing,Kadokawa Shoten,Game Arts,T
1735,Jak X: Combat Racing,0.55,0.45,0.0,0.07,76.0,46.0,7.7,63.0,3669,2005.0,Racing,Sony Computer Entertainment,Naughty Dog,T
1309,FlatOut,0.55,0.31,0.0,0.060000000000000005,70.5,69.0,8.35,37.0,4998,2004.0,Racing,Empire Interactive,Bugbear,T
2597,No More Heroes,0.55,0.29,0.04,0.05,83.0,64.0,8.4,259.0,3618,2007.0,Action,Rising Star Games,Grasshopper Manufacture,M
2845,Purr Pals,0.55,0.18,0.0,0.02,67.0,4.0,6.8,6.0,3656,2007.0,Simulation,THQ,Brain Toys,E
2171,Mega Man Zero,0.55,0.22,0.24,0.01,82.0,17.0,8.9,31.0,3643,2002.0,Platform,Capcom,Inti,E
1601,Harvest Moon: The Tale of Two Towns,0.55,0.25,0.22,0.03,68.0,6.0,7.5,13.0,3617,2010.0,Simulation,Natsume,Marvelous Entertainment,E
668,CrossworDS,0.55,0.5,0.0,0.04,67.0,19.0,6.8,6.0,3675,2008.0,Puzzle,Deep Silver,Nuevo Retro Games,E
1261,Final Fantasy Explorers,0.54,0.16,0.28,0.02,69.0,57.0,7.0,87.0,3718,2014.0,Role-Playing,Square Enix,Racjin,E10+
516,Castlevania: Curse of Darkness,0.54,0.27,0.05,0.05,72.0,56.0,7.25,59.0,4627,2005.0,Action,Konami Digital Entertainment,Konami,M
1297,Fire Emblem: Path of Radiance,0.54,0.29,0.16,0.01,85.0,42.0,8.9,141.0,3715,2005.0,Action,Nintendo,Intelligent Systems,T
947,Dragon Ball Z: Shin Budokai,0.54,0.26,0.13,0.07,70.0,21.0,8.1,19.0,3701,2006.0,Fighting,Atari,Dimps Corporation,T
1366,Front Mission 4,0.54,0.14,0.25,0.04,75.0,39.0,8.6,22.0,3694,2003.0,Strategy,Square Enix,Square Enix,T
1367,Front Mission Evolved,0.54,0.24,0.13,0.05,59.666666666666664,107.0,5.733333333333333,102.0,5977,2010.0,Shooter,Square Enix,Double Helix Games,T
178,Army of Two: The Devil's Cartel,0.54,0.27,0.01,0.07,56.0,82.0,6.45,295.0,6240,2013.0,Shooter,Electronic Arts,Visceral Games,M
4268,World of Final Fantasy,0.54,0.12,0.16,0.07,77.0,79.0,8.45,268.0,5439,2016.0,Role-Playing,Square Enix,Square Enix,E10+
4161,War of the Monsters,0.54,0.26,0.0,0.07,80.0,41.0,8.9,68.0,3737,2003.0,Fighting,Sony Computer Entertainment,Incognito Inc.,T
2126,Mat Hoffman's Pro BMX,0.54,0.3,0.0,0.04,80.0,15.0,8.6,16.0,3729,2001.0,Sports,Activision,Shaba Games,E
3966,Tony Hawk: Shred,0.54,0.35,0.0,0.06,54.5,15.0,6.65,16.0,6177,2010.0,Sports,Activision,Robomodo,E
704,Dance Dance Revolution Ultramix,0.54,0.42,0.0,0.02,82.0,24.0,8.8,10.0,3692,2003.0,Simulation,Konami Digital Entertainment,Konami Computer Entertainment Hawaii,E
3901,Time Crisis: Razing Storm,0.54,0.18,0.07,0.08,58.0,49.0,5.9,15.0,3741,2010.0,Shooter,Namco Bandai Games,Nex Entertainment,T
2348,NARC,0.54,0.32,0.0,0.060000000000000005,50.5,51.0,4.9,27.0,5181,2005.0,Shooter,Midway Games,Point of View,M
1508,Greg Hastings' Tournament Paintball,0.54,0.46,0.0,0.02,74.0,11.0,9.2,42.0,3722,2004.0,Shooter,Activision,WXP,T
1662,Hotel Dusk: Room 215,0.54,0.26,0.22,0.03,78.0,57.0,8.6,102.0,3717,2007.0,Adventure,Nintendo,Cing,T
2003,MLB SlugFest 20-04,0.53,0.26,0.0,0.07,78.0,23.0,8.3,8.0,3762,2003.0,Sports,Midway Games,Midway,E
3598,Tactics Ogre: Let Us Cling Together,0.53,0.15,0.27,0.05,87.0,49.0,8.8,102.0,3758,2010.0,Role-Playing,Square Enix,Square Enix,T
2144,Medal of Honor: European Assault,0.53,0.32,0.0,0.02,72.0,42.0,7.0,15.0,3777,2005.0,Shooter,Electronic Arts,EA LA,T
3526,Summer Sports: Paradise Island,0.53,0.48,0.0,0.04,46.0,7.0,4.6,7.0,3742,2008.0,Sports,Ubisoft,Destineer,E
1136,Excite Truck,0.53,0.39,0.08,0.04,72.0,57.0,8.4,83.0,3782,2006.0,Racing,Nintendo,Monster Games Inc.,E
3061,Rune Factory: A Fantasy Harvest Moon,0.53,0.35,0.14,0.03,78.0,26.0,8.1,52.0,3753,2006.0,Role-Playing,Rising Star Games,Neverland,E
4030,Turning Point: Fall of Liberty,0.53,0.44,0.0,0.04,42.5,72.0,6.15,120.0,6035,2008.0,Shooter,Codemasters,Spark Unlimited,T
569,Clive Barker's Jericho,0.53,0.45000000000000007,0.0,0.04,62.0,105.0,7.333333333333333,340.0,5671,2007.0,Shooter,Codemasters,"Mercury Steam, Alchemic Productions",M
2627,Oni,0.53,0.26,0.0,0.07,69.0,24.0,7.8,22.0,3797,2001.0,Action,Take-Two Interactive,Rockstar Toronto,T
4,007 Racing,0.53,0.3,0.0,0.03,51.0,16.0,4.6,14.0,3757,2000.0,Racing,Electronic Arts,Eutechnyx,T
3470,StarCraft II: Legacy of the Void,0.53,0.19,0.0,0.04,88.0,62.0,8.3,833.0,3791,2015.0,Strategy,Activision,Blizzard Entertainment,T
1599,Harvest Moon: Magical Melody,0.53,0.42000000000000004,0.0,0.03,76.0,28.0,8.850000000000001,61.0,6013,2008.0,Simulation,Rising Star Games,Marvelous Entertainment,E
2054,Magician's Quest: Mysterious Times,0.53,0.04,0.48,0.0,69.0,13.0,7.6,9.0,3785,2008.0,Role-Playing,Konami Digital Entertainment,Konami,E10+
609,Conan,0.53,0.29000000000000004,0.0,0.060000000000000005,69.0,84.0,7.25,107.0,5395,2007.0,Action,THQ,Nihilistic,M
3423,Star Fox Command,0.53,0.38,0.1,0.04,76.0,56.0,7.3,56.0,3807,2006.0,Shooter,Nintendo,Q-Games,E10+
744,Darkwatch,0.53,0.32,0.0,0.05,74.5,80.0,8.25,63.0,5596,2005.0,Shooter,Ubisoft,High Moon Studios,M
4096,Valkyria Chronicles II,0.53,0.12,0.18,0.09,83.0,54.0,8.1,67.0,3749,2010.0,Role-Playing,Sega,Sega,T
323,BioShock The Collection,0.53,0.18,0.02,0.06999999999999999,84.0,55.0,8.4,289.0,5114,2016.0,Shooter,Take-Two Interactive,2K Games,M
2328,Murdered: Soul Suspect,0.53,0.16999999999999998,0.02,0.060000000000000005,56.333333333333336,99.0,7.1000000000000005,819.0,5648,2014.0,Action,Square Enix,Airtight Games,M
2969,Return to Castle Wolfenstein: Operation Resurrection,0.53,0.26,0.0,0.07,66.0,21.0,8.0,23.0,3813,2003.0,Shooter,Activision,Raster,M
265,Batman: Rise of Sin Tzu,0.53,0.3,0.0,0.05,64.33333333333333,50.0,7.6000000000000005,24.0,5270,2003.0,Action,Ubisoft,Ubisoft Montreal,T
1643,Homefront: The Revolution,0.53,0.13,0.03,0.060000000000000005,50.333333333333336,103.0,3.7999999999999994,602.0,5285,2016.0,Shooter,Deep Silver,Deep Silver Dambuster Studios,M
3572,Supreme Commander 2,0.53,0.23,0.0,0.07,76.0,82.0,6.65,826.0,5372,2010.0,Strategy,Square Enix,Gas Powered Games,E10+
3621,Tatsunoko vs. Capcom: Ultimate All-Stars,0.53,0.3,0.03,0.05,85.0,62.0,8.8,85.0,3752,2010.0,Fighting,Capcom,Eighting,T
3394,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,0.53,0.49,0.0,0.04,47.0,5.0,5.4,10.0,3799,2008.0,Action,THQ,Incinerator Games,E
3899,Time Crisis II,0.53,0.26,0.0,0.07,81.0,21.0,7.9,20.0,3744,2001.0,Shooter,Namco Bandai Games,Namco,T
2108,Mario Tennis: Power Tour,0.52,0.24,0.19,0.01,81.0,21.0,8.0,25.0,3814,2005.0,Sports,Nintendo,Camelot Software Planning,E
1394,GT Pro Series,0.52,0.46,0.02,0.04,41.0,15.0,4.0,21.0,3824,2006.0,Racing,Ubisoft,MTO,E
2190,Metal Gear Solid 2: Substance,0.52,0.18,0.16,0.05,87.0,17.0,9.0,126.0,3830,2002.0,Action,Konami Digital Entertainment,KCEJ,M
4198,We Cheer,0.52,0.47,0.0,0.04,56.0,12.0,7.3,13.0,3837,2008.0,Simulation,505 Games,"Machatin, Inc.",E10+
4199,We Love Katamari,0.52,0.26,0.0,0.07,86.0,61.0,8.9,51.0,3834,2005.0,Puzzle,Electronic Arts,Namco,E
3611,Tales of Symphonia: Dawn of the New World,0.52,0.21,0.24,0.02,68.0,46.0,7.1,93.0,3831,2008.0,Role-Playing,Namco Bandai Games,Bandai Namco Games,T
1842,Kirby and the Rainbow Curse,0.52,0.22,0.12,0.04,73.0,72.0,8.0,227.0,3858,2015.0,Platform,Nintendo,HAL Labs,E
857,Disgaea 3: Absence of Justice,0.52,0.33,0.11,0.04,78.0,51.0,7.5,150.0,3863,2008.0,Role-Playing,Square Enix,Nippon Ichi Software,T
3728,The Incredibles: Rise of the Underminer,0.52,0.3,0.0,0.05,63.5,19.0,6.85,15.0,5187,2005.0,Action,THQ,Heavy Iron Studios,E10+
540,Chessmaster,0.52,0.29000000000000004,0.0,0.05,79.0,21.0,8.15,19.0,4929,2003.0,Misc,Ubisoft,Ubisoft Romania,E
2344,Mystery Dungeon: Shiren the Wanderer,0.52,0.17,0.33,0.02,69.0,27.0,8.2,21.0,3823,2006.0,Role-Playing,Sega,ChunSoft,E
2816,Pro Evolution Soccer 2017,0.52,0.03,0.11,0.05,80.33333333333333,82.0,5.8,699.0,4358,2016.0,Sports,Konami Digital Entertainment,Konami,E
3058,Rune Factory 2: A Fantasy Harvest Moon,0.52,0.32,0.15,0.03,77.0,14.0,7.9,30.0,3867,2008.0,Role-Playing,Rising Star Games,Neverland,E
3586,Syphon Filter 3,0.52,0.29,0.0,0.03,73.0,19.0,8.5,36.0,3829,2001.0,Shooter,Sony Computer Entertainment,Sony Bend,M
3268,SingStar Dance,0.52,0.09,0.0,0.11,65.0,21.0,3.9,8.0,3846,2010.0,Misc,Sony Computer Entertainment,SCEE London Studio,T
1670,Hunted: The Demon's Forge,0.52,0.28,0.02,0.05,59.666666666666664,114.0,6.266666666666666,313.0,6640,2011.0,Action,Bethesda Softworks,InXile Entertainment,M
3799,The Punisher,0.52,0.25,0.0,0.07,68.0,44.0,8.2,56.0,3857,2005.0,Action,THQ,Volition Inc.,M
1257,Final Fantasy Chronicles,0.52,0.29,0.0,0.03,89.0,15.0,9.1,37.0,3827,2001.0,Role-Playing,Square,TOSE,T
319,Binary Domain,0.52,0.18,0.16,0.05,73.0,76.0,8.1,364.0,5534,2012.0,Action,Sega,Sega,M
3141,Seaman,0.52,0.0,0.52,0.0,82.0,24.0,8.4,16.0,3815,1999.0,Simulation,Sega,Vivarium,T
3166,Sesame Street: Once Upon A Monster,0.52,0.39,0.0,0.04,79.0,26.0,6.9,22.0,3835,2011.0,Misc,Warner Bros. Interactive Entertainment,Double Fine Productions,E
830,DiRT Rally,0.52,0.08,0.0,0.060000000000000005,85.66666666666667,96.0,8.266666666666667,544.0,5131,2016.0,Racing,Codemasters,Codemasters,E
3817,The Sims 2: Open for Business,0.52,0.46,0.0,0.0,78.0,29.0,8.6,35.0,3866,2006.0,Simulation,Electronic Arts,Maxis,T
3681,The Bureau: XCOM Declassified,0.51,0.18,0.0,0.06,67.66666666666667,97.0,6.633333333333333,818.0,6691,2013.0,Shooter,Take-Two Interactive,2K Marin,M
42,Ace Combat Zero: The Belkan War,0.51,0.15,0.2,0.04,75.0,45.0,8.4,55.0,3914,2006.0,Simulation,Namco Bandai Games,Namco,T
1210,Family Guy: Back to the Multiverse,0.51,0.26,0.0,0.06,39.5,37.0,5.7,82.0,6420,2012.0,Action,Activision,Heavy Iron Studios,M
1608,Hatsune Miku: Project Diva f,0.51,0.08,0.42000000000000004,0.02,77.0,20.0,8.2,198.0,6112,2013.0,Misc,Sega,Sega,T
1919,Leisure Suit Larry: Magna Cum Laude,0.51,0.29000000000000004,0.0,0.05,61.0,93.0,6.35,31.0,5398,2004.0,Adventure,Vivendi Games,High Voltage Software,M
2618,One Piece: Burning Blood,0.51,0.14,0.14,0.060000000000000005,62.666666666666664,59.0,7.133333333333333,71.0,5287,2016.0,Fighting,Namco Bandai Games,Spike Chunsoft,T
1559,HSX HyperSonic.Xtreme,0.51,0.25,0.0,0.07,53.0,17.0,8.4,8.0,3887,2002.0,Racing,Midas Interactive Entertainment,Blade Interactive,E
3355,SoulCalibur: Broken Destiny,0.51,0.12,0.07,0.12,80.0,52.0,6.2,45.0,3918,2009.0,Fighting,Namco Bandai Games,Bandai Namco Games,T
4194,Way of the Samurai,0.51,0.13,0.25,0.03,74.0,22.0,8.2,19.0,3877,2002.0,Action,Eidos Interactive,Acquire,M
1023,Dynasty Warriors,0.51,0.18,0.3,0.02,62.0,26.0,7.3,24.0,3916,2004.0,Action,Tecmo Koei,Koei,T
3668,The 3rd Birthday,0.51,0.13,0.27,0.05,71.0,56.0,6.1,113.0,3878,2010.0,Role-Playing,Square Enix,HexaDrive,M
3372,Spectrobes: Beyond the Portals,0.51,0.36,0.0,0.04,70.0,26.0,7.7,14.0,3885,2008.0,Role-Playing,Disney Interactive Studios,"Jupiter Corporation, Jupiter Multimedia",E10+
2504,Naruto Shippuden: Clash of Ninja Revolution 3,0.51,0.44,0.0,0.04,74.0,23.0,8.1,21.0,3913,2009.0,Fighting,Nintendo,8ing/Raizing,T
3244,Silent Hill HD Collection,0.51,0.26,0.04,0.06,69.5,50.0,5.199999999999999,234.0,5622,2012.0,Action,Konami Digital Entertainment,Hijinx Studios,M
81,Alice in Wonderland,0.51,0.25,0.0,0.05,69.0,18.0,7.4,13.0,3901,2010.0,Adventure,Disney Interactive Studios,Etranges Libellules,E10+
2250,Minority Report: Everybody Runs,0.51,0.27,0.0,0.05,52.0,44.0,5.0,18.0,4754,2002.0,Action,Activision,Treyarch,T
491,Capcom Classics Collection,0.51,0.22,0.05,0.06,78.0,30.0,8.4,5.0,3931,2005.0,Misc,Capcom,Digital Eclipse,T
3347,Soul Sacrifice,0.51,0.15,0.22,0.06,77.0,71.0,8.2,298.0,3892,2013.0,Role-Playing,Sony Computer Entertainment,"SCE Japan Studio, comcept",M
2668,Pac-Man Fever,0.51,0.25,0.0,0.07,47.0,14.0,6.3,7.0,3884,2001.0,Misc,Sony Computer Entertainment,Mass Media,E
883,Disney's Kim Possible: Revenge of Monkey Fist,0.51,0.37,0.0,0.01,62.0,4.0,8.8,8.0,3912,2002.0,Platform,THQ,Digital Eclipse,E
1895,Lair,0.51,0.36,0.08,0.04,53.0,55.0,6.4,229.0,3888,2007.0,Action,Sony Computer Entertainment,"Factor 5, SCE/WWS",T
9,18 Wheeler: American Pro Trucker,0.51,0.29000000000000004,0.0,0.05,56.5,28.0,6.25,26.0,4805,2001.0,Racing,Acclaim Entertainment,Acclaim Studios Cheltenham,E
948,Dragon Ball Z: Supersonic Warriors,0.51,0.36,0.0,0.01,73.0,26.0,7.0,21.0,3927,2004.0,Fighting,Atari,Arc System Works,T
3530,Summoner,0.51,0.25,0.0,0.07,74.0,16.0,7.8,12.0,3891,2000.0,Role-Playing,THQ,Volition Inc.,T
1264,Final Fantasy II Anniversary Edition,0.5,0.36,0.07,0.04,63.0,31.0,7.1,24.0,3962,2007.0,Role-Playing,Square Enix,TOSE,T
3786,The Mummy Returns,0.5,0.25,0.0,0.06,44.0,13.0,7.0,11.0,3951,2001.0,Action,Universal Interactive,Blitz Games,T
2722,Picross DS,0.5,0.17,0.3,0.02,83.0,33.0,8.7,36.0,3960,2007.0,Puzzle,Nintendo,Jupiter Corporation,E
2287,Monsters vs. Aliens,0.5,0.33999999999999997,0.0,0.05,64.0,57.0,5.766666666666667,16.0,5832,2009.0,Action,Activision,Beenox,E10+
708,Dance Dance Revolution Universe 2,0.5,0.46,0.0,0.04,65.0,10.0,7.4,5.0,3982,2007.0,Simulation,Konami Digital Entertainment,Konami,E10+
2907,Rayman Advance,0.5,0.36,0.0,0.01,84.0,17.0,8.4,16.0,3994,2001.0,Platform,Ubisoft,Digital Eclipse,E
2354,NASCAR 09,0.5,0.45,0.0,0.04,67.0,54.0,7.65,25.0,6603,2008.0,Racing,Electronic Arts,EA Games,E
1072,Earth Defense Force 2025,0.5,0.1,0.32,0.02,68.5,53.0,7.8,115.0,5256,2013.0,Shooter,D3Publisher,Sandlot,M
2270,Monster Hunter,0.5,0.11,0.28,0.03,68.0,37.0,8.9,46.0,3988,2004.0,Role-Playing,Capcom,Capcom,T
3599,Tactics Ogre: The Knight of Lodis,0.5,0.13,0.31,0.01,88.0,20.0,9.1,26.0,3973,2001.0,Role-Playing,Nintendo,Quest,E
772,Dead or Alive Ultimate,0.5,0.3,0.08,0.02,83.0,64.0,8.7,25.0,3978,2004.0,Fighting,Tecmo Koei,Team Ninja,M
3567,Superman: Shadow of Apokolips,0.5,0.27,0.0,0.05,65.0,29.0,7.25,17.0,4584,2002.0,Action,Atari,Atari,E
3871,Theatrhythm: Final Fantasy,0.5,0.22,0.18,0.02,78.0,60.0,7.8,113.0,3967,2012.0,Misc,Square Enix,Indies Zero,E10+
2869,RPG Maker,0.5,0.11,0.29,0.03,66.0,11.0,8.2,9.0,3979,1997.0,Role-Playing,ASCII Entertainment,Kuusou Kagaku,E
3149,Sega Bass Fishing,0.5,0.45,0.0,0.04,59.0,29.0,6.3,9.0,3976,2008.0,Sports,Sega,Cavia Inc.,E
3390,SplashDown: Rides Gone Wild,0.5,0.24,0.0,0.06,80.0,25.0,8.7,16.0,3991,2003.0,Racing,THQ,Rainbow Studios,E
2464,NHL 08,0.5,0.38,0.0,0.05,85.5,67.0,7.55,67.0,6627,2007.0,Action,Electronic Arts,EA Canada,E10+
1730,Jackass the Game,0.5,0.23,0.0,0.09,58.0,45.0,6.8,26.0,6143,2007.0,Action,Empire Interactive,Sidhe Interactive,M
2177,Men in Black II: Alien Escape,0.5,0.24,0.0,0.06,50.0,19.0,7.3,6.0,4000,2002.0,Shooter,Infogrames,Melbourne House,T
4069,Unit 13,0.5,0.25,0.04,0.07,71.0,60.0,7.5,169.0,3965,2012.0,Shooter,Sony Computer Entertainment,Zipper Interactive,T
3685,The Club,0.5,0.29000000000000004,0.0,0.05,74.0,105.0,6.65,58.0,6324,2008.0,Shooter,Sega,Bizarre Creations,M
47,Activision Anthology,0.5,0.25,0.0,0.06,75.0,13.0,7.7,6.0,3959,2002.0,Misc,Activision,Contraband Entertainment,E
3669,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,0.5,0.24,0.0,0.06,65.0,8.0,7.3,8.0,3985,2004.0,Action,THQ,THQ,E
276,Battleborn,0.49000000000000005,0.26,0.02,0.060000000000000005,69.33333333333333,109.0,6.966666666666666,973.0,6538,2016.0,Shooter,Take-Two Interactive,Gearbox Software,T
2367,NBA 07,0.49000000000000005,0.43,0.01,0.04,64.66666666666667,72.0,6.7,20.0,6407,2006.0,Sports,Sony Computer Entertainment,SCEA,E
4153,WWE Wrestlemania X8,0.49,0.38,0.0,0.01,64.0,25.0,6.9,20.0,4026,2002.0,Fighting,THQ,Yuke's,T
3306,Sniper: Art of Victory,0.49,0.0,0.0,0.03,36.0,7.0,3.6,16.0,4064,2008.0,Shooter,City Interactive,City Interactive,M
1499,Grandia III,0.49,0.12,0.24,0.03,77.0,38.0,8.3,53.0,4034,2005.0,Role-Playing,Square Enix,Game Arts,T
779,Dead to Rights: Retribution,0.49,0.21000000000000002,0.02,0.07,60.5,108.0,6.45,61.0,6171,2010.0,Shooter,Namco Bandai Games,Volatile Games,M
949,Dragon Ball Z: Supersonic Warriors 2,0.49,0.13,0.32,0.02,66.0,13.0,7.6,28.0,4024,2005.0,Fighting,Atari,Arc System Works,E10+
3406,Spy Hunter 2,0.49,0.24,0.0,0.06,57.0,30.0,6.4,8.0,4060,2003.0,Racing,Midway Games,Angel Studios,T
2980,Ridge Racer 3D,0.49,0.19,0.12,0.03,75.0,59.0,7.2,56.0,4008,2011.0,Racing,Namco Bandai Games,Namco Bandai Games,E
3096,SWAT: Global Strike Team,0.49,0.29000000000000004,0.0,0.05,69.0,43.0,7.05,23.0,5556,2003.0,Shooter,Vivendi Games,Argonaut Games,M
352,Bleach: Soul Resurreccion,0.49,0.27,0.07,0.05,58.0,34.0,7.2,46.0,4022,2011.0,Fighting,Nippon Ichi Software,Racjin,T
2959,Resident Evil: The Mercenaries 3D,0.49,0.16,0.13,0.03,65.0,69.0,6.4,110.0,4039,2011.0,Action,Capcom,Capcom,M
1498,Grandia II,0.49,0.14,0.2,0.04,80.5,36.0,8.7,88.0,5938,2002.0,Role-Playing,Ubisoft,Game Arts,T
545,Chicken Shoot,0.49,0.45,0.0,0.03,23.0,13.0,3.95,33.0,5313,2007.0,Action,Zoo Digital Publishing,Destination Software,E10+
1347,Fracture,0.49,0.26,0.0,0.06,62.5,100.0,6.0,63.0,5467,2008.0,Shooter,LucasArts,Day 1 Studios,T
933,Dragon Ball Z: Battle of Z,0.49,0.11,0.12,0.05,57.666666666666664,56.0,5.966666666666666,201.0,5815,2014.0,Fighting,Namco Bandai Games,Artdink,T
406,Bravely Second: End Layer,0.49,0.17,0.18,0.03,81.0,70.0,7.4,103.0,4069,2015.0,Role-Playing,Nintendo,Silicon Studio,T
4024,Tropico 5,0.49,0.11,0.06,0.05,74.0,72.0,7.1000000000000005,470.0,5746,2015.0,Simulation,Kalypso Media,Haemimont,T
3481,Steel Diver,0.49,0.31,0.05,0.03,58.0,55.0,6.3,29.0,4068,2011.0,Action,Nintendo,Nintendo,E10+
3608,Tales of Legendia,0.49,0.07,0.35,0.02,72.0,37.0,7.7,38.0,4065,2005.0,Role-Playing,Namco Bandai Games,Namco,T
2756,Pokemon Art Academy ,0.49,0.18,0.16,0.03,76.0,22.0,7.7,19.0,4051,2014.0,Misc,Nintendo,Headstrong Games,E
3547,Super Monkey Ball 3D,0.49,0.26,0.05,0.04,55.0,57.0,5.5,31.0,4013,2011.0,Action,Sega,Sega,E
2721,Picross 3D,0.49,0.28,0.16,0.02,83.0,35.0,8.4,33.0,4009,2009.0,Puzzle,Nintendo,HAL Labs,E
185,Asphalt 3D,0.49,0.27,0.02,0.04,43.0,37.0,4.4,24.0,4056,2011.0,Racing,Ubisoft,Gameloft,E10+
387,Boogie,0.49,0.43,0.0,0.04,57.0,37.0,5.3,54.0,4027,2007.0,Misc,Electronic Arts,EA Montreal,E10+
1298,Fire Emblem: Radiant Dawn,0.49,0.27,0.17,0.03,78.0,36.0,8.7,180.0,4031,2007.0,Strategy,Nintendo,Intelligent Systems,E10+
3907,TimeSplitters: Future Perfect,0.48000000000000004,0.3,0.0,0.04,83.0,125.0,9.033333333333333,193.0,6800,2005.0,Shooter,Electronic Arts,Free Radical Design,M
2061,Majin and the Forsaken Kingdom,0.48,0.23,0.01,0.060000000000000005,73.0,95.0,8.0,59.0,6081,2010.0,Adventure,Namco Bandai Games,Game Republic,T
4336,You're in the Movies,0.48,0.27,0.0,0.05,55.0,21.0,5.5,20.0,4088,2008.0,Misc,Microsoft Game Studios,Zoe Mode,E
4183,Warriors Orochi 2,0.48,0.16,0.23,0.03,50.666666666666664,51.0,8.033333333333333,32.0,6063,2008.0,Action,Tecmo Koei,Omega Force,T
548,Children of Mana,0.48,0.16,0.29,0.01,65.0,34.0,6.0,21.0,4126,2006.0,Role-Playing,Nintendo,Nex Entertainment,E10+
1334,Fortune Street,0.48,0.25,0.17,0.02,68.0,42.0,7.5,24.0,4120,2011.0,Misc,Nintendo,Marvelous AQL,E
1671,Hunter: The Reckoning,0.48,0.36000000000000004,0.0,0.01,74.5,41.0,8.25,27.0,5022,2002.0,Action,Interplay,High Voltage Software,M
4271,World of Outlaws: Sprint Cars 2002,0.48,0.23,0.0,0.06,80.0,10.0,9.1,10.0,4125,2002.0,Racing,Ignition Entertainment,Ratbag,E
3443,Star Wars Jedi Knight: Jedi Academy,0.48,0.34,0.0,0.02,78.5,64.0,8.649999999999999,323.0,4308,2003.0,Shooter,Activision,Vicarious Visions,T
3014,Rock Band Unplugged,0.48,0.24,0.0,0.1,79.0,50.0,8.6,31.0,4082,2009.0,Misc,MTV Games,"Harmonix Music Systems, Backbone Entertainment",T
2318,MotorStorm: Apocalypse,0.48,0.21,0.0,0.08,77.0,74.0,7.7,155.0,4091,2011.0,Racing,Sony Computer Entertainment,Evolution Studios,T
3873,Theme Park Roller Coaster,0.48,0.23,0.0,0.06,82.0,11.0,7.9,17.0,4111,2000.0,Strategy,Electronic Arts,Bullfrog Productions,E
3135,Scene It? Lights Camera Action,0.48,0.43,0.0,0.04,73.0,41.0,8.1,21.0,4090,2007.0,Misc,Microsoft Game Studios,"Screenlife Games, WXP",T
2082,Mario Golf: World Tour,0.48,0.15,0.17,0.03,78.0,73.0,8.2,76.0,4096,2014.0,Sports,Nintendo,Camelot Software Planning,E
1688,Ice Age 2: The Meltdown,0.47000000000000003,0.25,0.0,0.060000000000000005,67.0,28.0,7.9,11.0,4933,2006.0,Platform,Vivendi Games,Eurocom Entertainment Software,E10+
2488,NHL Hitz 20-03,0.47000000000000003,0.28,0.0,0.04,81.66666666666667,50.0,8.433333333333332,29.0,6197,2002.0,Sports,Midway Games,Midway,E
1031,Dynasty Warriors 5 Empires,0.47000000000000003,0.22,0.12,0.04,61.5,63.0,8.649999999999999,43.0,5347,2006.0,Action,Tecmo Koei,Omega Force,T
1680,ICO,0.47,0.23,0.0,0.06,90.0,59.0,8.8,328.0,4147,2001.0,Action,Sony Computer Entertainment,SCE Japan Studio,T
769,Dead or Alive 4,0.47,0.3,0.1,0.03,85.0,76.0,8.2,223.0,4201,2005.0,Fighting,Tecmo Koei,Team Ninja,M
560,Clash of the Titans,0.47,0.16999999999999998,0.01,0.07,41.5,59.0,2.9,34.0,5770,2010.0,Action,Namco Bandai Games,Game Republic,T
2387,NBA Ballers: Phenom,0.47,0.23,0.0,0.06,69.0,19.0,8.5,8.0,4173,2006.0,Sports,Midway Games,Midway,E
72,Aggressive Inline,0.47,0.26,0.0,0.04,86.0,67.0,8.066666666666666,26.0,5319,2002.0,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",T
766,Dead Space Extraction,0.47,0.32,0.01,0.04,82.0,76.0,8.1,82.0,4187,2009.0,Shooter,Electronic Arts,"Eurocom Entertainment Software, Visceral Games",M
3227,Shrek Super Party,0.47,0.28,0.0,0.04,34.333333333333336,19.0,6.8,35.0,6039,2002.0,Misc,TDK Mediactive,Mass Media,E
2202,Metal Gear Solid: The Twin Snakes,0.47,0.3,0.07,0.01,85.0,54.0,9.0,142.0,4204,2004.0,Action,Konami Digital Entertainment,Silicon Knights,M
